label,origin_id,punchline_idx,text_a,text_b
1,1185,3,as long as the imperial,system is in place a ruler will be afoot
0,1186,2,Have you any Spanish,Meaning Have you got any money
0,1187,7,A bridle for the tongue is a necessary piece,of furniture
0,1188,11,If he has anything to tell us I m sure he ll tell,us
0,1189,11,The only thing I wanted to know is if he would be in,jail during that time
0,1190,11,Young people don t know what age is and old people forget what,youth was
1,1191,3,if you get sick at,the airport it could be a terminal illness
0,1192,5,But we just don t return people,for that reason
0,1193,2,The poor man didn,t really get to do what he wanted to do
1,1194,0,i used,to hate maths but then i realised decimals have a point
1,1195,10,what did the minister say to the underdressed layman no shoes no,shirt no service
1,1196,9,jack sold a cow for some beans came home to his,mother and spilled the beans
1,1197,3,at first the paratroops didn,t obey orders but finally they fell in line
1,1198,6,i agree with you wholeheartedly said the artichoke,grower
0,1199,8,you can go to finder com you can find criminal,records and people in just about any country
0,1200,13,Toronto police say a gang was behind the worst mass shooting in the city s,history
0,1201,7,Where do you go for a taste of the,good or bad old days
1,1202,0,the candle,making machine broke down when someone threw a spanner in the wax
1,1203,4,some bankers are generous to a,vault
1,1204,4,john hancock didn t retire he,just resigned
0,1205,6,He would lose his job if he didn,t sail
1,1206,0,my pet,turtle died i m not upset just shell shocked
1,1207,10,when the presidential candidates campaign in rural areas do they take a,straw poll when they campaign in forested areas do they give stump speeches
1,1208,4,power drills have been improved bit,by bit
0,1209,5,All these years I had been hoping,to meet one of those men she said
0,1210,5,They said they had no more details,about the killing
1,1211,9,i just got back from a statistical probability conference it was,average
0,1212,0,He has,never failed to be noticed by his peers however
0,1213,0,Her sense,of humor was very much like my own
0,1214,6,They told him he was seen at the,scene of the crime but he wasn t
0,1215,9,You can use a clear coat paint or clear liquid shoe,polish
1,1216,0,epitaphs are,engraved
0,1217,0,There s,no guarding against the privy thief
1,1218,1,the white house,has many power drills
1,1219,1,in business reaching,higher is good unless it s a bank teller during a stickup
1,1220,4,those who study tornadoes have twistered,minds
0,1221,8,Never love with all your heart it only ends in,breaking
1,1222,5,luggage salespeople have to make a good,case for you to buy
0,1223,1,A dog in,desperation will leap over a wall
0,1224,3,I don t drink like,I used to just two three drinks a day he said recently
0,1225,3,His fore feet though you,sever his grip he ll make good
0,1226,14,It s not perfect information but it s the best that has been done to date,she said
1,1227,3,a relief map shows where,the restrooms are
1,1228,3,i once considered becoming a,monk when i was young but i was cloisterphobic
1,1229,3,he was a restaurant critic,but had no taste
1,1230,2,he learned a new,tantric at the sun clinic
0,1231,16,First you come over to my place and strip If you got the right stuff I ll tell,you the rest
0,1232,4,a big smile then he looks,away or down when you smile back
0,1233,0,The next,year he was named editor in chief a position he held until his death
1,1234,4,the word ovine means just like,ewe
0,1235,4,Before we made it I kept,saying I didn t know if this is the one
1,1236,2,the riot at macy,s was called a shopping maul
1,1237,5,roanoke that s where wooden oars are,made
0,1238,5,be your self don t be some,one your not
0,1239,0,In a,restaurant choose a table near a waiter
0,1240,5,Make sure you leave some fat for,the other side
1,1241,10,if you walk along a railroad track you may soon feel run,down
0,1242,3,here s the website You,ll have to download it to be able to get to the lobby
0,1243,5,We re out to show them the,people do still care
1,1244,6,communism is a complicated thing you must think,about from all sorts of engels
1,1245,20,in order to show a profit the floundering gourmet seafood restaurant was allowed to cook its books since there is no accounting,for taste
1,1246,3,while in mexico the chinese,diplomat got a ticket for going the wong way on the juan way street
1,1247,4,never hire a depressed exorcist they,re not very good at lifting spirits
1,1248,0,traveling on,a flying carpet is a rugged experience
0,1249,0,Prosperity discovers,vices and adversity virtue
1,1250,0,you can,only see the stars on a finite
1,1251,0,the shareholders,of a compass manufacturer were concerned that the company wasn t heading in the right direction
0,1252,16,I don t think I even thought about it but if it had happened it would have just,happened
1,1253,1,nuts are so,expensive these days nearly cost you an almond a leg
0,1254,12,I had a good laugh reading your question The irony of the poor grammar,in your question made my day
1,1255,20,i pricked my finger badly while trying to find a needle in my wife s sewing box it was a crewel turn,of events
1,1256,6,a ship was lost at sea until they,founder remains
1,1257,7,the fbi needs to employ a number of cleaning,agents
0,1258,10,In the ancient but recently conceived nation history is still very much,alive
1,1259,16,some folks are revolted by have resistance to and find shocking watt is charged in our ohms for,the use of electric current
1,1260,6,for this tree pun i had to go,out on a limb and branch out to some other sources
0,1261,2,He said he d,like people to think he d gone on a long trip Arthur Little said
0,1262,13,You ride the range all day and a good looking boot can be something to,talk about
1,1263,1,the fish were,shy obviously koi
0,1264,13,when you are ready to be alone and not with anyone and face being alone,not dating and single once you know what your needs are
1,1265,2,what investors have to,lose weight stocky brokers
0,1266,0,This means,we can t expect anything with teeth in it
0,1267,9,I don t think you can choose what you can get,it s life
1,1268,1,some clockmakers are,normal but others are a little cuckoo
0,1269,10,The real question is How do we get you to love the,car In other words the same way you love is the way it loves you back
1,1270,3,before the scientist discovered taste,buds they were on the tip of his tongue
1,1271,7,the store clerk lost his job so he set,up a kiosk in the mall to vend for himself
0,1272,9,But others have called and gotten quite angry when we tell,them we don t want their trees
0,1273,1,you could use,hot water and soap to clean your bike
1,1274,0,when mongolians,walk they like to take big steppes
1,1275,0,some moss,took a lichen to a tree
1,1276,1,when the four,quadrants got together in jail they formed a vicious circle
1,1277,12,the exhibitionist went to the store because he heard they were having a flash,sale
0,1278,13,You might want to reach for this tea if you feel a sore throat coming,on
0,1279,13,No hospital will hold you against your will If want to leave say so and,leave
0,1280,6,What struck me about him and that incident,is he never got over it
0,1281,1,No it s,not something I gave a lot of thought to
1,1282,12,i m reading a book about black holes by stephen hawking it really draws,you in
0,1283,12,Iowa still has a lot to offer even with all of its problems he,said
0,1284,7,As long as they make it a law there,s not much you can do about it
