label,origin_id,text_a,text_b
1,1008,when she made mario puzo s books required reading for her class she made,him an author they couldn t refuse
1,1008,when she made mario puzo s books required reading for her class she made him,an author they couldn t refuse
1,1008,when she made mario puzo s books required reading for her class she made him an,author they couldn t refuse
1,1008,when she made mario puzo s books required reading for her class she made him an author,they couldn t refuse
1,1008,when she made mario puzo s books required reading for her class she made him an author they,couldn t refuse
1,1008,when she made mario puzo s books required reading for her class she made him an author they couldn,t refuse
1,1008,when she made mario puzo s books required reading for her class she made him an author they couldn t,refuse
0,1009,Misfortune is,not that which can be avoided but that which cannot
0,1009,Misfortune is not,that which can be avoided but that which cannot
0,1009,Misfortune is not that,which can be avoided but that which cannot
0,1009,Misfortune is not that which,can be avoided but that which cannot
0,1009,Misfortune is not that which can,be avoided but that which cannot
0,1009,Misfortune is not that which can be,avoided but that which cannot
0,1009,Misfortune is not that which can be avoided,but that which cannot
0,1009,Misfortune is not that which can be avoided but,that which cannot
0,1009,Misfortune is not that which can be avoided but that,which cannot
0,1009,Misfortune is not that which can be avoided but that which,cannot
1,1010,two florists,got married it was an arranged marriage
1,1010,two florists got,married it was an arranged marriage
1,1010,two florists got married,it was an arranged marriage
1,1010,two florists got married it,was an arranged marriage
1,1010,two florists got married it was,an arranged marriage
1,1010,two florists got married it was an,arranged marriage
1,1010,two florists got married it was an arranged,marriage
1,1011,when he,proposed to her she found it very engaging
1,1011,when he proposed,to her she found it very engaging
1,1011,when he proposed to,her she found it very engaging
1,1011,when he proposed to her,she found it very engaging
1,1011,when he proposed to her she,found it very engaging
1,1011,when he proposed to her she found,it very engaging
1,1011,when he proposed to her she found it,very engaging
1,1011,when he proposed to her she found it very,engaging
0,1012,The three,day vacation is his third hunting or fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day,vacation is his third hunting or fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation,is his third hunting or fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is,his third hunting or fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his,third hunting or fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third,hunting or fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting,or fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or,fishing trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing,trip since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip,since the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip since,the election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip since the,election but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip since the election,but Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip since the election but,Bush said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip since the election but Bush,said he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip since the election but Bush said,he has no plans for a winter White House here
0,1012,The three day vacation is his third hunting or fishing trip since the election but Bush said he,has no plans for a winter White House here
